firstName,lastName,position,team,playerId,birthdate,points,lower,upper,sdPts,positionRank,dropoff,tier,vor,overallRank,adp,aav,adpDiff,exp,ecrPosition,sdRank,ecrRank,risk
Jordan,Reed,TE,WAS,2540160,7/3/90,99.05261268,74.97373333,118.449326,29.34360983,5,2.58994658,3,89.05261268,155,54.43,7.32,100.57,4,4.3,1.6,56.6,7.942100545
Justin,Houston,LB,KC,2495493,1/21/89,96.05,83.61,108.49,21.99102089,39,2.6375,19,89.05,156,,1.39,,6,,,,5.449769317
Earl,Thomas,DB,SEA,2508080,5/7/89,91.875,89.375,94.375,4.419417382,25,0.125,14,88.875,157,,1.08,,7,,,,3.064035526
Devin,McCourty,DB,NE,494287,8/13/87,91.85,89.97,93.73,3.323401872,26,0.3875,14,88.85,158,,0.53,,7,,,,2.952550666
Chris,Harris,DB,DEN,2530510,6/18/89,91.65,85.93,97.37,10.11162697,27,0.6,14,88.65,159,,0.62,,6,,,,3.643037542
David,Amerson,DB,OAK,2540170,12/8/91,91.275,89.095,93.455,3.853731957,28,0.6875,15,88.275,160,,0.57,,4,,,,3.006494954
Larry,Fitzgerald,WR,ARI,2506106,8/31/83,121.0947616,107.5105602,136.9606314,15.11896464,15,0.645652797,5,88.09476164,161,62.82,4.96,98.18,13,24.7,5.1,54.4,4.851035478
Casey,Hayward,DB,LAC,2532861,9/9/89,90.825,88.285,93.365,4.490128061,29,0.7,15,87.825,162,,0.82,,5,,,,3.071228098
Kyle,Rudolph,TE,MIN,2495438,11/9/89,97.78397949,90.925,107.0475659,13.47168394,6,4.47680519,4,87.78397949,163,91.185,3.79,71.815,6,7.4,1.7,83.2,4.887668636
Mark,Ingram,RB,NO,2495466,12/21/89,115.6173409,95.16864762,137.7551647,18.85642051,15,4.499015083,10,87.61734086,164,54.965,5.64,109.035,6,21.4,4,49.4,5.145620116
Alshon,Jeffery,WR,PHI,2533039,2/14/90,120.5804287,109.0479685,140.012436,12.67768649,16,0.584086301,5,87.58042866,165,42.265,8.98,122.735,5,17.2,3.9,36.1,4.410191747
Antoine,Bethea,DB,ARI,2495807,7/7/84,90.35,86.23,94.47,7.283199846,30,0.6375,16,87.35,166,,1.12,,11,,,,3.355334677
Allen,Robinson,WR,JAC,2543509,8/24/93,120.317789,111.6067401,128.3233333,7.50082778,17,1.251667856,6,87.31778903,167,51.51,9.89,115.49,3,18.5,4.7,40,3.975057304
Cory,James,LB,OAK,2555303,5/22/93,94.2,94.2,94.2,,40,1.6375,20,87.2,168,,0.71,,1,,,,
Xavier,Rhodes,DB,MIN,2540155,6/19/90,89.9,89.02,90.78,1.555634919,31,0.7375,16,86.9,169,,0.88,,4,,,,2.772736376
DeAndre,Hopkins,WR,HOU,2540165,6/6/92,119.6748957,104.3063563,141.6293963,18.85953557,18,2.07442735,6,86.67489568,170,34.04,12.06,135.96,4,14.2,2.7,30,4.893241604
Jabrill,Peppers,DB,CLE,2557980,10/4/95,89.525,77.225,101.825,21.74353352,32,0.95,16,86.525,171,,2.02,,0,,,,4.826215572
Ryan,Tannehill,QB,MIA,2532956,7/27/88,99.50385333,-2.048666667,205.801024,117.099506,32,16.88443396,17,86.50385333,172,,2.64,,5,,,,18.01798626
Tavon,Wilson,DB,DET,2534830,3/19/90,88.8,84.64,92.96,7.353910524,33,0.875,17,85.8,173,,0.89,,5,,,,3.362527249
Haason,Reddick,LB,ARI,2557887,9/22/94,92.625,84.725,100.525,13.96535893,41,0.45,20,85.625,174,,1.56,,0,,,,4.492005387
Aldrick,Rosas,K,NYG,2556771,12/30/94,86.52452854,38.17398752,116.5551134,42.59600058,30,6.072528659,16,85.52452854,175,,0.59,,1,24.5,4.7,246.7,7.575060731
Tahir,Whitehead,LB,DET,2532986,4/2/90,92.5,77.3,107.7,26.87005769,42,0.75,20,85.5,176,,1.14,,5,,,,6.032022278
Terrelle,Pryor,WR,WAS,2531332,6/20/89,118.4573467,98.55314057,133.331245,14.76544466,19,2.581718146,6,85.45734667,177,36.405,7.13,140.595,6,17,4.3,35.8,4.693637622
Micah,Hyde,DB,BUF,2539240,12/31/90,88.35,86.07,90.63,4.030508653,34,1.2625,17,85.35,178,,0.92,,4,,,,3.024476383
Martellus,Bennett,TE,GB,1062,3/10/87,95.14135271,79.44295143,114.894173,15.35611354,7,4.898920761,4,85.14135271,179,82.67,3.77,96.33,9,9.7,2.1,98.1,5.398331838
T.J.,Watt,LB,PIT,2558064,10/11/94,91.85,74.37,109.33,30.90056634,43,0.6125,20,84.85,180,,1.38,,0,,,,6.513013855
DeVondre,Campbell,LB,ATL,2555255,7/1/93,91.65,87.13,96.17,7.990306627,44,1.05,20,84.65,181,,1.48,,1,,,,3.77895647
Mike,Adams,DB,CAR,2505708,3/24/81,87.5,85.5,89.5,3.535533906,35,0.85,18,84.5,182,,0.57,,13,,,,2.974128381
Blake,Martinez,LB,GB,2555161,1/9/94,90.825,78.965,102.685,20.96571606,45,0.775,20,83.825,183,,0.94,,1,,,,5.32741181
Tyreek,Hill,WR,KC,2556214,3/1/94,116.74359,98.6984819,134.4916295,22.93565582,20,1.795818586,6,83.74359,184,45.285,7.18,138.715,1,24.4,5.9,55.2,5.808047654
Eric,Reid,DB,SF,2540152,12/10/91,86.675,78.935,94.415,13.68251622,36,0.1125,18,83.675,185,,1,,4,,,,4.006262408
T.J.,Ward,DB,DEN,494323,12/12/86,86.625,77.925,95.325,15.37957249,37,0.3,18,83.625,186,,1.33,,7,,,,4.178884127
Glover,Quin,DB,DET,71441,1/15/86,86.5,82.9,90.1,6.363961031,38,0.4625,19,83.5,187,,0.5,,8,,,,3.261831246
Dalvin,Cook,RB,MIN,2557991,8/10/95,111.4413382,85.20253171,128.682,30.3196522,16,2.150303214,10,83.44133821,188,30.515,11.68,157.485,0,16,5.4,35.1,6.868492419
Craig,Robertson,LB,NO,2532431,2/11/88,90.375,72.875,107.875,30.93592168,46,0.8375,20,83.375,189,,0.92,,6,,,,6.51723308
Ricardo,Allen,DB,ATL,2543850,12/18/91,86.15,81.47,90.83,8.27314934,39,0.6375,19,83.15,190,,0.43,,3,,,,3.45603068
Jahleel,Addae,DB,LAC,2541958,1/24/90,85.925,83.465,88.385,4.348706704,40,0.8625,19,82.925,191,,1.06,,4,,,,3.056842955
Carlos,Hyde,RB,SF,2543743,9/20/91,110.7953133,100.2622667,118.89664,9.875855069,17,3.066731667,11,82.79531333,192,38.855,7.21,153.145,3,15.8,3.2,33.6,3.863076524
Will,Compton,LB,WAS,2540013,9/19/89,89.725,89.105,90.345,1.096015511,47,0.8125,20,82.725,193,,0.72,,4,,,,2.95620772
Cody,Parkey,K,CLE,2550380,2/19/92,83.39659236,53.95981004,101.022976,37.02636286,31,11.70965657,17,82.39659236,194,,0.64,,3,,,,8.336573315
Chandler,Jones,LB,ARI,2533538,2/27/90,89.35,88.43,90.27,1.626345597,48,0.9875,21,82.35,195,,1.51,,5,,,,3.019496086
Brent,Grimes,DB,TB,2506861,7/19/83,85.1,85.02,85.18,0.141421356,41,0.2125,20,82.1,196,,0.63,,11,,,,2.628884944
Jaquiski,Tartt,DB,SF,2552391,2/18/92,85.025,79.445,90.605,9.864139598,42,0.85,20,82.025,197,,0.72,,2,,,,3.617863541
Kelvin,Benjamin,WR,CAR,2543471,2/5/91,115.007667,101.134592,131.139416,11.75572324,21,0.232116027,7,82.00766704,198,49.72,6.67,148.28,3,26.7,5.5,60.6,4.55045384
Golden,Tate,WR,DET,497326,8/2/88,114.8878758,105.0681678,122.439,7.545034279,22,0.259690257,7,81.88787578,199,57.9,5.76,141.1,7,24.6,5.1,53.6,4.039554271
Vonn,Bell,DB,NO,2555530,12/12/94,84.75,84.75,84.75,,43,1.275,21,81.75,200,,0.8,,1,,,,
Davante,Adams,WR,GB,2543495,12/24/92,114.6632263,95.31533333,131.8792402,23.06693925,23,0.541042975,7,81.66322625,201,43.55,7.6,157.45,3,19.4,4.7,40.9,5.642831672
Jarvis,Landry,WR,MIA,2543488,11/28/92,114.5931448,104.2316397,127.41112,11.11444321,24,2.145494689,7,81.59314479,202,65.14,7.77,136.86,3,28.5,5.9,64,4.541506847
Ryan,Kerrigan,LB,WAS,2495190,8/16/88,88.475,88.055,88.895,0.74246212,49,0.6625,22,81.475,203,,0.71,,6,,,,2.914015477
Zach,Ertz,TE,PHI,2540158,11/10/90,91.47299588,76.74,107.4478511,11.68858888,8,3.34992138,5,81.47299588,204,98.775,3.58,105.225,4,9.2,2.6,92.7,4.863930519
Josh,McCown,QB,NYJ,2505076,7/4/79,94.43803625,43.4002,129.563857,42.76535907,33,37.00619167,18,81.43803625,205,,1,,15,31.6,2.2,241.7,6.393695348
Emmanuel,Lamur,LB,MIN,2536032,6/8/89,88.25,88.25,88.25,,50,1.2,23,81.25,206,,0.24,,5,,,,
Emmanuel,Sanders,WR,DEN,497322,3/17/87,113.6512218,103.4316904,121.03704,7.322197015,25,2.497166818,7,80.65122176,207,80.705,4.72,126.295,7,25.3,4.2,56.4,3.881217783
Malik,Hooker,DB,IND,2558060,4/2/96,83.6,82.32,84.88,2.2627417,44,0.2625,21,80.6,208,,1.19,,0,,,,2.844662092
Kevin,Minter,LB,CIN,2540159,12/3/90,87.375,87.275,87.475,0.176776695,51,1.4125,23,80.375,209,,0.9,,4,,,,2.846507887
Josh,Norman,DB,WAS,2532920,12/15/87,83.35,74.43,92.27,15.76848122,45,0.1,21,80.35,210,,1.12,,5,,,,4.218443271
Bashaud,Breeland,DB,WAS,2543571,1/30/92,83.325,70.385,96.265,22.87490437,46,0.175,21,80.325,211,,1,,3,,,,4.941296718
Ron,Parker,DB,KC,2530794,8/17/87,83.175,80.515,85.835,4.702260095,47,0.2875,21,80.175,212,,0.42,,6,,,,3.092805813
Darian,Stewart,DB,DEN,494307,8/4/88,83.125,81.025,85.225,3.712310601,48,0.9,22,80.125,213,,0.5,,7,,,,2.99210981
Ty,Montgomery,RB,GB,2552429,1/22/93,107.7867567,88.91533333,119.949002,16.02654759,18,0.283938512,11,79.78675667,214,40.34,6.62,173.66,2,18.8,5.7,44,5.183437495
Melvin,Ingram,LB,LAC,2532870,4/26/89,86.725,86.505,86.945,0.38890873,52,1.725,24,79.725,215,164.14,1.58,50.86,5,,,,2.871823233
Frank,Gore,RB,IND,2506404,5/14/83,107.6704067,84.0524,130.474368,19.73593222,19,0.625368631,11,79.67040667,216,84.185,3.05,131.815,12,27.2,5.4,68.6,5.570453333
Michael,Mitchell,DB,PIT,238227,6/10/87,82.65,82.65,82.65,,49,0.8625,23,79.65,217,,0.4,,8,,,,
Kareem,Hunt,RB,KC,2557917,8/6/95,107.3352296,79.91893114,126.92496,29.93765744,20,1.386214762,11,79.33522964,218,54.63,6.55,163.37,0,17.4,6.6,38.7,7.093327523
Delanie,Walker,TE,TEN,2495966,8/12/84,89.01186803,74.35812165,99.71772843,13.97502138,9,3.473359203,5,79.01186803,219,86.43,3.41,132.57,11,8.3,1.9,88.5,5.057547884
Patrick,Chung,DB,NE,71251,8/19/87,81.8,81.56,82.04,0.424264069,50,0.4375,23,78.8,220,,0.51,,8,,,,2.65765523
D.J.,Swearinger,DB,WAS,2539943,9/1/91,81.775,79.155,84.395,4.631549417,51,2.2,23,78.775,221,,0.83,,4,,,,3.085613241
Christian,McCaffrey,RB,CAR,2557997,6/7/96,106.7548464,82.66823143,127.6744,27.42248788,21,1.893373095,11,78.75484643,222,28.185,12.57,193.815,0,19.2,5.2,43.1,6.467889242
Stefon,Diggs,WR,MIN,2552608,11/29/93,111.2440784,103.4288613,119.2182825,8.648007915,26,0.248453202,7,78.24407845,223,69.38,6.29,153.62,2,28.1,5.5,64.9,4.21748899
Markus,Golden,LB,ARI,2552273,3/13/91,85.2,82.16,88.24,5.374011537,53,0.6,25,78.2,224,,0.97,,2,,,,3.466733868
Randall,Cobb,WR,GB,2495448,8/22/90,111.0640314,100.71152,131.8317781,16.10299196,27,1.082473111,7,78.06403144,225,95.435,3.87,129.565,6,43.2,5.7,106.8,5.046106438
Malcolm,Butler,DB,NE,2550613,3/2/90,80.95,72.91,88.99,14.2128463,52,2.8125,23,77.95,226,,0.85,,3,,,,4.060206695
Keenan,Allen,WR,LAC,2540154,4/27/92,110.927219,101.17608,125.464508,11.66564959,28,3.037680001,7,77.92721905,227,39.8,9.58,187.2,4,18.8,4.9,39.6,4.451162292
Reggie,Ragland,LB,KC,2555169,9/24/93,84.8,84.8,84.8,,54,0.575,25,77.8,228,,0.93,,1,,,,
Anthony,Barr,LB,MIN,2543459,3/18/92,84.4,83.52,85.28,1.555634919,55,0.5,25,77.4,229,,0.85,,3,,,,3.011057637
Tyler,Eifert,TE,CIN,2540148,9/8/90,87.23428098,73.1078,100.86103,20.0370404,10,4.502334464,5,77.23428098,230,73.255,4.9,156.745,4,6.6,1.7,75.2,6.165987378
Tevin,Coleman,RB,ATL,2552453,4/16/93,105.1431833,94.16253333,118.4070667,12.66350776,22,1.652445417,12,77.14318333,231,74.935,4.55,156.065,2,26.8,4.8,66.5,4.567214267
Jonathan,Casillas,LB,NYG,71249,6/3/87,84.05,73.21,94.89,19.16259377,56,0.8625,25,77.05,232,,0.52,,8,,,,5.112231368
Donta,Hightower,LB,NE,2533057,3/12/90,83.75,80.35,87.15,6.01040764,57,1.35,25,76.75,233,,1.49,,5,,,,3.542679906
C.J.,Anderson,RB,DEN,2540269,2/10/91,104.5797633,92.3936,129.2376027,16.88531151,23,2.532692639,12,76.57976333,234,49.725,5.41,184.275,4,21.8,4.7,51.8,5.062356489
Jake,Elliott,K,CIN,2558172,1/21/95,77.50740741,0.225555556,116.4166667,56.98709752,32,23.15596615,18,76.50740741,235,,0.45,,0,24.7,4.2,263,8.258138163
Pierre,Garcon,WR,SF,2346,8/8/86,109.0358976,100.4437219,119.680693,9.816397998,29,2.565039281,8,76.03589762,236,96.88,2.95,139.12,9,33.8,6.2,80.8,4.447252983
Jaylon,Smith,LB,DAL,2555310,6/14/95,82.625,72.125,93.125,18.56155301,58,0.5,25,75.625,237,,1.12,,1,,,,5.040504554
Marcus,Maye,DB,NYJ,2557995,1/1/94,78.2,77.24,79.16,1.697056275,53,0.2,24,75.2,238,,0.74,,0,,,,2.787121519
Darron,Lee,LB,NYJ,2555322,10/18/94,82.175,76.315,88.035,10.35911434,59,0.5625,26,75.175,239,,1.01,,1,,,,4.061644502
J.J.,Wilcox,DB,TB,2540219,2/14/91,78.075,64.415,91.735,24.14769658,54,0.45,24,75.075,240,,0.59,,4,,,,5.070763007
Nigel,Bradham,LB,PHI,2532800,9/4/89,82.075,69.615,94.535,22.02637623,60,1.2375,26,75.075,240,,0.92,,5,,,,5.453988541
Logan,Ryan,DB,TEN,2540162,2/9/91,77.925,61.065,94.785,29.80455083,55,1,24,74.925,242,,0.92,,4,,,,5.646168736
Joe,Mixon,RB,CIN,2557976,7/24/96,102.4017125,84.18237,116.2684,26.40343047,24,1.879169484,12,74.4017125,243,40.455,10.79,202.545,0,20.3,5.8,45.3,6.47874947
Quintin,Demps,DB,CHI,1974,6/29/85,77.325,77.065,77.585,0.459619408,56,0.8875,25,74.325,244,,0.52,,9,,,,2.661251516
Leonard,Floyd,LB,CHI,2555285,9/8/92,81.15,79.43,82.87,3.040559159,61,0.9625,26,74.15,245,,0.85,,1,,,,3.18826506
Hunter,Henry,TE,LAC,2555341,12/7/94,83.84273667,64.19809667,101.400206,19.64294864,11,3.871228573,6,73.84273667,246,103.92,4.12,142.08,1,11.1,2.2,107.2,6.268945301
Sammy,Watkins,WR,LAR,2543457,6/14/93,106.7431805,97.561148,115.995796,10.86263071,30,1.186812889,8,73.74318048,247,63.415,8.01,183.585,3,24.1,6.5,52.3,4.604168247
Bilal,Powell,RB,NYJ,2495328,10/27/88,101.6924289,91.37566667,117.5282667,18.09183963,25,3.355283651,12,73.69242889,248,67.7,3.54,180.3,6,24.9,5.4,60.8,5.368813791
Jimmie,Ward,DB,SF,2543741,7/18/91,76.525,75.305,77.745,2.156675683,57,0.2125,26,73.525,249,,0.49,,3,,,,2.833873235
Brian,Orakpo,LB,TEN,71423,7/31/86,80.525,78.905,82.145,2.863782464,62,0.9125,26,73.525,249,,0.52,,8,,,,3.167168938
Clayton,Geathers,DB,IND,2552386,6/1/92,76.35,71.27,81.43,8.980256121,58,0.2125,26,73.35,251,,0.86,,2,,,,3.527956396
James,Bradberry,DB,CAR,2555175,8/4/93,76.275,67.295,85.255,15.87454724,59,0.475,26,73.275,252,,0.46,,1,,,,4.229232128
DeVante,Parker,WR,MIA,2552409,1/20/93,106.1985362,94.41481963,121.9754248,10.74345889,31,1.68325124,8,73.1985362,253,74.415,4.47,178.585,2,33.8,5.9,79.2,4.501759082
Ross,Cockrell,DB,PIT,2543799,8/6/91,76,76,76,,60,0.95,27,73,254,,0.31,,3,,,,
Demario,Davis,LB,NYJ,2533008,1/11/89,79.85,79.85,79.85,,63,0.6625,27,72.85,255,,1.08,,5,,,,
Robert,Alford,DB,ATL,2539653,11/1/88,75.6,73.12,78.08,4.384062043,61,1.2125,27,72.6,256,,0.62,,4,,,,3.060439241
Jadeveon,Clowney,LB,HOU,2543456,2/14/93,79.375,76.675,82.075,4.772970773,64,0.5875,27,72.375,257,,1.77,,3,,,,3.395007054
Robert,Quinn,LB,LAR,2495485,5/18/90,79,75.4,82.6,6.363961031,65,0.85,27,72,258,,1.02,,6,,,,3.58487215
Willie,Snead,WR,NO,2550256,10/17/92,104.914199,94.954832,110.6872,7.271519714,32,1.682858843,9,71.91419898,259,80.33,4.22,178.67,3,31.4,4.9,72.9,3.980369237
Eric,Ebron,TE,DET,2543466,4/10/93,81.62115636,74.12369947,89.69785687,6.38987755,12,4.122687266,6,71.62115636,260,137.97,2.52,122.03,3,12,2.3,110.9,3.724421909
Wesley,Woodyard,LB,TEN,2354,7/21/86,78.575,74.915,82.235,6.470027048,66,0.875,27,71.575,261,,0.35,,9,,,,3.597529823
Adrian,Amos,DB,CHI,2552385,4/29/93,74.5,74.5,74.5,,62,0.35,28,71.5,262,,0.43,,2,,,,
Mike,Gillislee,RB,NE,2539663,11/1/90,99.35265714,58.74702857,108.46852,35.6885564,26,2.733170476,13,71.35265714,263,64.385,4.08,198.615,4,26.4,5.2,64.2,7.48168024
Janoris,Jenkins,DB,NYG,2532875,10/29/88,74.275,69.295,79.255,8.803479426,63,0.3125,28,71.275,264,,1.12,,5,,,,3.509974967
Brandon,Marshall,WR,NYG,2495893,3/23/84,104.1163709,94.21342914,115.597324,10.23271609,33,2.17995704,9,71.11637093,265,69.425,4.21,195.575,11,32.9,6.3,75.6,4.506798026
Dwight,Lowery,DB,LAC,280,1/23/86,74.025,70.045,78.005,7.035712473,64,0.1375,28,71.025,266,,0.49,,9,,,,3.330160676
TreDavious,White,DB,BUF,2557867,1/16/95,73.9,51.02,96.78,40.44650788,65,0.225,28,70.9,267,,0.45,,0,,,,6.728650765
Vernon,Hargreaves,DB,TB,2555299,6/3/95,73.875,61.775,85.975,21.38998013,66,0.7375,28,70.875,268,,0.75,,1,,,,4.790252714
Jelani,Jenkins,LB,OAK,2540190,3/13/92,77.725,69.945,85.505,13.75322689,67,0.1,27,70.725,269,,0.72,,4,,,,4.466690041
Danny,Trevathan,LB,CHI,2532961,3/24/90,77.675,76.615,78.735,1.87383297,68,0.4375,28,70.675,270,,1.2,,5,,,,3.049030656
Bruce,Irvin,LB,OAK,2532871,1/11/87,77.575,72.435,82.715,9.086322138,69,0.7,28,70.575,271,,0.78,,5,,,,3.909752426
Maurice,Alexander,DB,LAR,2550145,2/16/91,73.475,68.295,78.655,9.157032816,67,0.9875,28,70.475,272,,0.45,,3,,,,3.545937825
Jake,Ryan,LB,GB,2552314,2/27/92,76.9,76.02,77.78,1.555634919,70,0.3,29,69.9,273,,0.65,,2,,,,3.011057637
Antonio,Morrison,LB,IND,2555160,12/6/94,76.85,69.37,84.33,13.22289681,71,1.0375,29,69.85,274,,0.5,,1,,,,4.403401676
Ronald,Darby,DB,PHI,2552689,1/2/94,72.8,72.8,72.8,,68,0.775,29,69.8,275,,0.55,,2,,,,
Vince,Williams,LB,PIT,2540221,12/27/89,76.35,69.27,83.43,12.51579003,72,1.15,29,69.35,276,,1.5,,4,,,,4.319017188
Jamison,Crowder,WR,WAS,2552415,6/17/93,102.3463093,79.466768,116.568987,16.62340227,34,0.838489283,9,69.34630934,277,75.245,4.71,201.755,2,29.6,5.6,66.2,5.086923751
Rob,Kelley,RB,WAS,2556414,10/3/92,97.32163333,83.45786667,113.6494067,14.27836637,27,2.016023333,13,69.32163333,278,85.31,2.75,192.69,1,32.5,6.9,84.7,5.240716821
Patrick,Peterson,DB,ARI,2495504,7/11/90,72.175,67.635,76.715,8.025661966,69,0.7375,29,69.175,279,,0.87,,6,,,,3.430856679
Shawn,Williams,DB,CIN,2539233,5/13/91,71.875,53.575,90.175,32.35013524,70,1.1625,29,68.875,280,,0.61,,4,,,,5.905101315
DeSean,Jackson,WR,TB,1581,12/1/86,101.5265184,88.61490941,117.280246,14.39230993,35,1.229024279,9,68.52651845,281,88.14,3.38,192.86,9,34,5.4,80.2,4.818001171
Eric,Decker,WR,TEN,497284,3/15/87,101.4891217,92.0878,119.129815,12.43382285,36,2.851650512,9,68.48912167,282,97.95,2.79,184.05,7,38.6,5.8,92.1,4.667926822
Jason,Witten,TE,DAL,2505629,5/6/82,78.32185982,66.57694586,83.6197318,11.52742983,13,2.363469369,7,68.32185982,283,142.56,1.63,140.44,14,16.7,2.8,144,4.904427865
Lorenzo,Alexander,LB,BUF,2506268,5/31/83,75.275,62.695,87.855,22.23850827,73,0.8125,29,68.275,284,,1.12,,11,,,,5.479303887
Todd,Davis,LB,DEN,2550930,5/17/92,75.125,65.825,84.425,16.44023266,74,1.6875,29,68.125,285,,0.93,,3,,,,4.787351092
Darius,Slay,DB,DET,2540288,1/1/91,71,67.8,74.2,5.656854249,71,0.75,30,68,286,,0.45,,4,,,,3.18990553
Terrance,West,RB,BAL,2543664,1/21/91,95.91734,82.0908,108.9952,11.14883363,28,2.497943571,13,67.91734,287,93.78,2.37,193.22,3,32.5,7.5,85,4.992738051
Daryl,Worley,DB,CAR,2555394,2/22/95,70.425,53.965,86.885,29.09744405,72,0.6625,30,67.425,288,,0.63,,1,,,,5.57424302
Jordan,Poyer,DB,BUF,2539290,4/25/91,70.075,59.215,80.935,19.19794911,73,1.175,30,67.075,289,,0.58,,4,,,,4.567282994
Edwin,Jackson,LB,IND,2553541,12/19/91,73.8,71.16,76.44,4.666904756,75,0.9625,30,66.8,290,,0.87,,2,,,,3.382349381
Paul,Perkins,RB,NYG,2555460,11/16/94,94.69388,77.58506667,116.796976,23.03795722,29,4.013899143,13,66.69388,291,81.08,3.27,209.92,1,32,6.2,81.9,6.156553003
Coby,Fleener,TE,NO,2532838,9/20/88,76.67507837,68.05088197,83.4916,8.075606819,14,1.665922645,7,66.67507837,292,153.74,1.66,138.26,5,15.7,3.3,133.7,4.412025096
Desmond,Trufant,DB,ATL,2539334,9/10/90,69.45,67.41,71.49,3.606244584,74,1.2625,31,66.45,293,,0.49,,4,,,,2.981320953
Tyrell,Williams,WR,LAC,2553913,2/12/92,99.10586667,88.874,114.733,13.98031775,37,1.634934532,10,66.10586667,294,105.86,2.49,188.14,2,37,6.7,90.8,4.96808179
Whitney,Mercilus,LB,HOU,2533049,7/21/90,73.075,70.615,75.535,4.348706704,76,0.6125,30,66.075,295,,0.97,,5,,,,3.344376361
Jerry,Hughes,LB,BUF,496796,8/13/88,72.6,71.88,73.32,1.272792206,77,0.5625,31,65.6,296,,0.88,,7,,,,2.977303842
Brandon,Carr,DB,BAL,4365,5/19/86,68.35,67.67,69.03,1.202081528,75,0.3375,32,65.35,297,,0.35,,9,,,,2.736773518
Clay,Matthews,LB,GB,80431,5/14/86,72.325,67.265,77.385,8.944900782,78,1.6375,31,65.325,298,,0.65,,8,,,,3.892875528
Jared,Cook,TE,OAK,71265,4/7/87,75.24170253,65.1682351,91.5813265,10.9929897,15,1.524254253,7,65.24170253,299,155.8,1.14,143.2,8,22.6,4,181.6,5.231625332
Martavis,Bryant,WR,PIT,2543572,12/20/91,98.16907564,69.604752,128.8996442,40.49978878,38,1.571309915,10,65.16907564,300,52.61,5.24,247.39,3,24.5,6.3,54.5,7.749653387
Derrick,Kindred,DB,CLE,2555540,12/15/93,68.025,62.405,73.645,9.934850276,76,0.15,32,65.025,301,,0.32,,1,,,,3.625056112
Damarious,Randall,DB,GB,2552389,8/29/92,68,68,68,,77,0.7875,32,65,302,,0.5,,2,,,,
Zane,Gonzalez,K,CLE,2558178,5/7/95,65.86646417,0.22161215,99.2,48.72195214,33,32.860755,19,64.86646417,303,,0.31,,0,31.3,3,270.5,6.800485
Jack,Doyle,TE,IND,2540232,5/5/90,74.77660893,60.93655049,84.0846048,11.2211061,16,2.762665885,7,64.77660893,304,130.51,2.05,173.49,4,13.6,3.2,123.2,4.988536765
Nick,Perry,LB,GB,2533048,4/12/90,71.75,63.15,80.35,15.2027958,79,2.45,31,64.75,305,,1.12,,5,,,,4.63967824
Nate,Allen,DB,MIA,2508043,11/30/87,67.75,60.75,74.75,12.37436867,78,1.45,32,64.75,305,,0.28,,7,,,,3.873199833
Doug,Martin,RB,TB,2532899,1/13/89,92.14491286,72.70314333,131.5490952,45.09972556,30,2.930571286,13,64.14491286,307,58.875,4.82,248.125,5,30.1,6.3,77,8.884956376
Kenny,Britt,WR,CLE,71217,9/19/88,96.77278863,90.73496232,104.8748,8.26433793,39,0.504586217,10,63.77278863,308,132.76,1.83,175.24,8,41.1,6.4,101.9,4.310843466
Trumaine,Johnson,DB,LAR,2532877,1/1/90,66.675,58.015,75.335,15.30886181,79,1.2125,33,63.675,309,,0.6,,5,,,,4.171691555
Donte,Moncrief,WR,IND,2543614,8/6/93,96.42274283,81.709216,114.6605074,19.10575067,40,0.335645655,10,63.42274283,310,102.975,3.83,207.025,3,36.2,6.3,84.7,5.457467026
Marvin,Jones,WR,DET,2532884,3/12/90,96.113662,86.26101064,107.6752,12.84449583,41,0.409971036,10,63.113662,311,117.59,2.19,193.41,5,48.5,5.9,124.8,4.726867039
Mike,Wallace,WR,BAL,2507763,8/1/86,96.06053235,88.80945333,106.0562728,9.183081203,42,0.962321659,10,63.06053235,312,135.275,1.64,176.725,8,44,6.2,111.6,4.37939856
Andrew,Sendejo,DB,MIN,2525323,9/9/87,65.925,63.865,67.985,3.641599923,80,1.275,33,62.925,313,,0.52,,7,,,,2.984917239
Cameron,Brate,TE,TB,2550656,7/3/91,72.65828763,65.73525619,79.27567867,9.149385426,17,1.929004627,8,62.65828763,314,154.865,1.47,159.135,3,17.5,4,148,4.87266327
Shane,Ray,LB,DEN,2552451,5/18/93,69.625,61.525,77.725,14.31891232,80,1.1,32,62.625,315,,0.67,,2,,,,4.534197631
Rishard,Matthews,WR,TEN,2532903,10/12/89,95.34684957,83.59248644,116.69776,14.66451854,43,1.661062822,10,62.34684957,316,127.475,1.65,188.525,5,46.8,7.1,117.9,5.101148617
Kevin,Byard,DB,TEN,2555158,8/17/93,65,65,65,,81,0.7125,34,62,317,,0.43,,1,,,,
Emmanuel,Ogbah,LB,CLE,2555278,11/6/93,68.975,66.595,71.355,4.207285348,81,1.125,32,61.975,318,,0.78,,1,,,,3.327499464
Jordan,Matthews,WR,BUF,2543500,7/16/92,94.84957181,89.39482776,102.627096,9.954445392,44,2.370150692,10,61.84957181,319,124.615,2.65,194.385,3,44.8,6.2,112.3,4.462043569
Austin,Hooper,TE,ATL,2555415,10/29/94,71.36959845,48.544,84.3206296,16.80788381,18,1.507490664,8,61.36959845,320,148.675,1.73,171.325,1,16.1,3,139.8,6.004443602
